Date,Open,High,Low,Close,Adj Close,Volume
2018-04-02,262.549988,263.130005,254.669998,257.470001,242.036285,186286300
2018-04-03,258.869995,261.309998,256.839996,260.769989,245.138443,119956900
2018-04-04,256.750000,264.359985,256.600006,263.559998,247.761230,123715300
2018-04-05,265.549988,266.640015,264.320007,265.640015,249.716553,82652600
2018-04-06,263.420013,265.109985,258.000000,259.720001,244.151398,179521200
2018-04-09,261.369995,264.839996,259.940002,261.000000,245.354675,105442900
2018-04-10,264.269989,266.040009,262.980011,265.149994,249.255905,103529000
2018-04-11,263.470001,265.640015,263.390015,263.760010,247.949219,91140200
2018-04-12,265.260010,267.000000,265.059998,265.929993,249.989136,68890500
2018-04-13,267.410004,267.540009,264.010010,265.149994,249.255905,85079200
2018-04-16,267.000000,268.200012,266.070007,267.329987,251.305176,63405300
2018-04-17,269.329987,270.869995,268.750000,270.190002,253.993805,64682000
2018-04-18,270.690002,271.299988,269.869995,270.390015,254.181793,57303900
2018-04-19,269.649994,269.880005,267.720001,268.890015,252.771759,77655900
2018-04-20,268.809998,269.059998,265.609985,266.609985,250.628372,99953100
2018-04-23,267.260010,267.890015,265.350006,266.570007,250.590820,65558000
2018-04-24,267.730011,267.980011,261.279999,262.980011,247.216003,112885500
2018-04-25,262.910004,264.130005,260.850006,263.630005,247.827011,103840900
2018-04-26,264.790009,267.250000,264.290009,266.309998,250.346375,67731900
2018-04-27,267.000000,267.339996,265.500000,266.559998,250.581360,57053600
2018-04-30,267.260010,267.890015,264.429993,264.510010,248.654327,82182300
2018-05-01,263.869995,265.100006,262.109985,264.980011,249.096146,74203400
2018-05-02,264.760010,265.679993,262.760010,263.200012,247.422791,86368900
2018-05-03,262.260010,263.359985,259.049988,262.619995,246.877579,136311500
2018-05-04,261.519989,266.790009,261.149994,266.019989,250.073746,91222100
2018-05-07,266.890015,268.019989,266.109985,266.920013,250.919800,55304900
2018-05-08,266.500000,267.329987,265.149994,266.920013,250.919800,67499200
2018-05-09,267.679993,269.869995,267.089996,269.500000,253.345215,59666100
2018-05-10,270.339996,272.390015,270.220001,272.019989,255.714081,72063900
2018-05-11,272.160004,273.149994,271.579987,272.850006,256.494354,59871500
2018-05-14,273.339996,274.079987,272.359985,272.980011,256.616608,54790600
2018-05-15,271.589996,271.609985,270.029999,271.100006,254.849274,87036100
2018-05-16,271.140015,272.760010,271.109985,272.239990,255.920898,53942600
2018-05-17,271.940002,273.230011,271.130005,272.010010,255.704727,56536400
2018-05-18,271.619995,272.029999,270.929993,271.329987,255.065445,64368000
2018-05-21,273.010010,273.980011,272.570007,273.369995,256.983154,58025900
2018-05-22,273.959991,274.250000,272.239990,272.609985,256.268738,52966400
2018-05-23,271.170013,273.390015,270.989990,273.359985,256.973724,64694200
2018-05-24,272.910004,273.220001,270.779999,272.799988,256.447327,76043800
2018-05-25,272.149994,272.859985,271.579987,272.149994,255.836334,56374800
2018-05-29,270.309998,271.170013,267.760010,269.019989,252.893906,115908600
2018-05-30,270.500000,273.109985,270.420013,272.609985,256.268738,69678400
2018-05-31,272.149994,272.489990,270.260010,270.940002,254.698822,93519900
2018-06-01,272.410004,273.940002,272.329987,273.600006,257.199402,71258400
2018-06-04,274.529999,275.190002,274.260010,274.899994,258.421448,45385200
